BAL,LAA,LAA,BAL,LAA,BOS,LAA,CHW,LAA,CLE,LAA,DET,LAA,HOU,LAA,KCR,LAA,MIN,LAA,NYY,LAA,OAK,LAA,SEA,LAA,TBR,LAA,TEX,LAA,TOR,ATL,ARI,ARI,ATL,LAA,CHC,LAA,CIN,ARI,COL,ARI,MIA,LAA,LAD,ARI,MIL,ARI,NYM,ARI,PHI,ARI,PIT,ARI,SDP,ARI,SFG,LAA,STL,ARI,WSN
BAL,LAA,LAA,BAL,LAA,BOS,LAA,CHW,LAA,CLE,LAA,DET,LAA,HOU,LAA,KCR,LAA,MIN,LAA,NYY,LAA,OAK,LAA,SEA,LAA,TBR,LAA,TEX,LAA,TOR,ATL,ARI,ARI,ATL,LAA,CHC,LAA,CIN,ARI,COL,ARI,MIA,LAA,LAD,ARI,MIL,ARI,NYM,ARI,PHI,ARI,PIT,ARI,SDP,ARI,SFG,LAA,STL,ARI,WSN
BAL,LAA,LAA,BAL,LAA,BOS,LAA,CHW,LAA,CLE,LAA,DET,LAA,HOU,LAA,KCR,LAA,MIN,LAA,NYY,LAA,OAK,LAA,SEA,LAA,TBR,LAA,TEX,LAA,TOR,ATL,ARI,ARI,ATL,LAA,CHC,ARI,CIN,ARI,COL,ARI,MIA,ARI,LAD,ARI,MIL,ARI,NYM,ARI,PHI,ARI,PIT,ARI,SDP,ARI,SFG,LAA,STL,ARI,WSN
BAL,LAA,BOS,BAL,LAA,BOS,BAL,CHW,ATL,CLE,BAL,DET,LAA,HOU,ATL,KCR,ATL,MIN,ARI,NYY,LAA,OAK,LAA,SEA,LAA,TBR,LAA,TEX,LAA,TOR,ATL,ARI,CHC,ATL,ARI,CHC,ARI,CIN,ARI,COL,ARI,MIA,ARI,LAD,ATL,MIL,ARI,NYM,ATL,PHI,ARI,PIT,ARI,SDP,ARI,SFG,ARI,STL,ARI,WSN
BOS,LAA,BOS,BAL,BAL,BOS,BAL,CHW,ATL,CLE,BAL,DET,LAA,HOU,ATL,KCR,ATL,MIN,ARI,NYY,LAA,OAK,LAA,SEA,ARI,TBR,LAA,TEX,ARI,TOR,BAL,ARI,CHC,ATL,ARI,CHC,ARI,CIN,ARI,COL,ATL,MIA,ARI,LAD,ATL,MIL,ATL,NYM,ATL,PHI,ATL,PIT,ARI,SDP,ARI,SFG,ARI,STL,ATL,WSN
BOS,LAA,BOS,BAL,BAL,BOS,BAL,CHW,ATL,CLE,BAL,DET,LAA,HOU,BAL,KCR,ATL,MIN,BAL,NYY,LAA,OAK,LAA,SEA,ARI,TBR,LAA,TEX,ARI,TOR,BAL,ARI,CHC,ATL,ARI,CHC,ATL,CIN,ARI,COL,ATL,MIA,ARI,LAD,ATL,MIL,ATL,NYM,ATL,PHI,ATL,PIT,ARI,SDP,ARI,SFG,ARI,STL,ATL,WSN
BOS,LAA,BOS,BAL,BAL,BOS,BOS,CHW,BAL,CLE,BAL,DET,LAA,HOU,BAL,KCR,BAL,MIN,BAL,NYY,LAA,OAK,LAA,SEA,ARI,TBR,LAA,TEX,ARI,TOR,BAL,ARI,CHW,ATL,ATL,CHC,ATL,CIN,ARI,COL,ATL,MIA,ARI,LAD,CHC,MIL,ATL,NYM,ATL,PHI,ATL,PIT,ARI,SDP,ARI,SFG,ATL,STL,ATL,WSN
CHW,LAA,BOS,BAL,BAL,BOS,BOS,CHW,BAL,CLE,BOS,DET,LAA,HOU,BAL,KCR,BAL,MIN,BAL,NYY,LAA,OAK,LAA,SEA,BAL,TBR,LAA,TEX,ATL,TOR,BOS,ARI,CHW,ATL,ATL,CHC,ATL,CIN,ARI,COL,ATL,MIA,ARI,LAD,CHC,MIL,ATL,NYM,ATL,PHI,CHC,PIT,ARI,SDP,ARI,SFG,ATL,STL,ATL,WSN
CHW,LAA,BOS,BAL,BAL,BOS,BOS,CHW,BAL,CLE,BOS,DET,LAA,HOU,BOS,KCR,BAL,MIN,BAL,NYY,LAA,OAK,LAA,SEA,BAL,TBR,LAA,TEX,ATL,TOR,BOS,ARI,CHW,ATL,ATL,CHC,CHC,CIN,ARI,COL,ATL,MIA,ARI,LAD,CHC,MIL,ATL,NYM,ATL,PHI,CHC,PIT,ARI,SDP,ARI,SFG,ATL,STL,ATL,WSN
CHW,LAA,BOS,BAL,BAL,BOS,BOS,CHW,BAL,CLE,BOS,DET,BAL,HOU,BOS,KCR,BOS,MIN,BAL,NYY,LAA,OAK,BAL,SEA,BAL,TBR,LAA,TEX,BAL,TOR,BOS,ARI,CIN,ATL,ATL,CHC,CHC,CIN,ARI,COL,ATL,MIA,ARI,LAD,CHC,MIL,ATL,NYM,ATL,PHI,CHC,PIT,ATL,SDP,ATL,SFG,CHC,STL,ATL,WSN
CHW,LAA,BOS,BAL,BAL,BOS,CHC,CHW,BOS,CLE,CHW,DET,BAL,HOU,BOS,KCR,BOS,MIN,BAL,NYY,BAL,OAK,BAL,SEA,BAL,TBR,ARI,TEX,BAL,TOR,CHC,ARI,CIN,ATL,CHW,CHC,CHC,CIN,ATL,COL,ATL,MIA,ARI,LAD,CHC,MIL,ATL,NYM,ATL,PHI,CHC,PIT,ATL,SDP,ATL,SFG,CHC,STL,ATL,WSN
CIN,LAA,BOS,BAL,BAL,BOS,CHC,CHW,BOS,CLE,CHW,DET,BAL,HOU,CHW,KCR,BOS,MIN,BAL,NYY,BAL,OAK,BAL,SEA,BAL,TBR,ARI,TEX,BAL,TOR,CHC,ARI,CIN,ATL,CHW,CHC,CHC,CIN,ATL,COL,ATL,MIA,ATL,LAD,CHC,MIL,ATL,NYM,ATL,PHI,CHC,PIT,ATL,SDP,ATL,SFG,CHC,STL,ATL,WSN
CIN,LAA,CHW,BAL,BAL,BOS,CLE,CHW,BOS,CLE,CHW,DET,BOS,HOU,CHW,KCR,CHW,MIN,BAL,NYY,BAL,OAK,BAL,SEA,BAL,TBR,BAL,TEX,BAL,TOR,CHC,ARI,CIN,ATL,CIN,CHC,CHC,CIN,ATL,COL,ATL,MIA,ATL,LAD,CHC,MIL,ATL,NYM,ATL,PHI,CHC,PIT,BAL,SDP,ATL,SFG,CHC,STL,ATL,WSN
CLE,LAA,CHW,BAL,BAL,BOS,CLE,CHW,CHW,CLE,CHW,DET,BOS,HOU,CHW,KCR,CHW,MIN,BAL,NYY,BOS,OAK,BOS,SEA,BAL,TBR,BAL,TEX,BAL,TOR,CIN,ARI,COL,ATL,CIN,CHC,CHC,CIN,BAL,COL,ATL,MIA,ATL,LAD,CHC,MIL,CHC,NYM,BOS,PHI,CHC,PIT,BAL,SDP,CHC,SFG,CHC,STL,BAL,WSN
CLE,LAA,CHW,BAL,CHW,BOS,CLE,CHW,CHW,CLE,CHW,DET,BOS,HOU,CHW,KCR,CHW,MIN,BOS,NYY,BOS,OAK,BOS,SEA,BAL,TBR,BAL,TEX,BAL,TOR,CIN,ARI,COL,ATL,CIN,CHC,CHC,CIN,BAL,COL,CHC,MIA,CHC,LAD,CHC,MIL,CHC,NYM,BOS,PHI,CHC,PIT,BOS,SDP,CHC,SFG,CHC,STL,BAL,WSN
CLE,LAA,CLE,BAL,CHW,BOS,CLE,CHW,CHW,CLE,CHW,DET,CHC,HOU,CHW,KCR,CHW,MIN,BOS,NYY,BOS,OAK,BOS,SEA,BAL,TBR,BOS,TEX,BAL,TOR,CIN,ARI,COL,ATL,CIN,CHC,CHC,CIN,BAL,COL,CHC,MIA,CHC,LAD,CHC,MIL,CHC,NYM,CHC,PHI,CHC,PIT,BOS,SDP,CHC,SFG,CHC,STL,CHC,WSN
DET,LAA,CLE,BAL,CHW,BOS,CLE,CHW,CHW,CLE,CHW,DET,CHC,HOU,CHW,KCR,CHW,MIN,BOS,NYY,BOS,OAK,BOS,SEA,BOS,TBR,BOS,TEX,BAL,TOR,COL,ARI,DET,ATL,CIN,CHC,CHC,CIN,BOS,COL,CHC,MIA,CHC,LAD,CIN,MIL,CIN,NYM,CHC,PHI,CHC,PIT,BOS,SDP,CIN,SFG,CHC,STL,CHC,WSN
DET,LAA,CLE,BAL,CLE,BOS,CLE,CHW,CHW,CLE,CHW,DET,CHC,HOU,CHW,KCR,CHW,MIN,BOS,NYY,CHW,OAK,CHC,SEA,BOS,TBR,BOS,TEX,BAL,TOR,COL,ARI,DET,ATL,CIN,CHC,CHC,CIN,BOS,COL,CIN,MIA,CHC,LAD,CIN,MIL,CIN,NYM,CHC,PHI,CIN,PIT,CHC,SDP,CIN,SFG,CHC,STL,CHC,WSN
DET,LAA,DET,BAL,CLE,BOS,CLE,CHW,CHW,CLE,CHW,DET,CHW,HOU,CHW,KCR,CHW,MIN,BOS,NYY,CHW,OAK,CHC,SEA,BOS,TBR,CHC,TEX,BOS,TOR,COL,ARI,DET,ATL,CIN,CHC,CLE,CIN,CHC,COL,CIN,MIA,CIN,LAD,CIN,MIL,CIN,NYM,CHW,PHI,CIN,PIT,CHC,SDP,CIN,SFG,CIN,STL,CHW,WSN
HOU,LAA,DET,BAL,CLE,BOS,CLE,CHW,CHW,CLE,CHW,DET,CHW,HOU,CHW,KCR,CHW,MIN,BOS,NYY,CHW,OAK,CHW,SEA,BOS,TBR,CHC,TEX,BOS,TOR,COL,ARI,MIA,ATL,CIN,CHC,CLE,CIN,CHC,COL,CIN,MIA,CIN,LAD,CIN,MIL,CIN,NYM,CHW,PHI,CIN,PIT,CHC,SDP,COL,SFG,CIN,STL,CHW,WSN
HOU,LAA,DET,BAL,COL,BOS,CLE,CHW,CHW,CLE,CLE,DET,CHW,HOU,CHW,KCR,CHW,MIN,BOS,NYY,CIN,OAK,CHW,SEA,BOS,TBR,CHC,TEX,BOS,TOR,COL,ARI,MIA,ATL,CIN,CHC,COL,CIN,CHC,COL,CIN,MIA,CIN,LAD,CIN,MIL,CLE,NYM,CHW,PHI,CIN,PIT,CHC,SDP,COL,SFG,CIN,STL,CIN,WSN
HOU,LAA,HOU,BAL,COL,BOS,DET,CHW,CHW,CLE,CLE,DET,CHW,HOU,CLE,KCR,CLE,MIN,BOS,NYY,CIN,OAK,CHW,SEA,BOS,TBR,CHW,TEX,BOS,TOR,COL,ARI,MIA,ATL,COL,CHC,COL,CIN,CIN,COL,CLE,MIA,COL,LAD,CIN,MIL,CLE,NYM,CIN,PHI,CIN,PIT,CIN,SDP,COL,SFG,CIN,STL,CIN,WSN
HOU,LAA,HOU,BAL,DET,BOS,DET,CHW,CHW,CLE,CLE,DET,CLE,HOU,CLE,KCR,CLE,MIN,BOS,NYY,CIN,OAK,CIN,SEA,BOS,TBR,CHW,TEX,BOS,TOR,COL,ARI,MIA,ATL,COL,CHC,COL,CIN,CIN,COL,CLE,MIA,COL,LAD,CIN,MIL,CLE,NYM,CIN,PHI,CIN,PIT,CIN,SDP,COL,SFG,CIN,STL,CIN,WSN
HOU,LAA,HOU,BAL,DET,BOS,DET,CHW,CIN,CLE,CLE,DET,CLE,HOU,CLE,KCR,CLE,MIN,CHW,NYY,CLE,OAK,CIN,SEA,BOS,TBR,CHW,TEX,BOS,TOR,COL,ARI,MIA,ATL,COL,CHC,MIA,CIN,CIN,COL,COL,MIA,COL,LAD,CIN,MIL,COL,NYM,CIN,PHI,CIN,PIT,CIN,SDP,COL,SFG,CIN,STL,CLE,WSN
HOU,LAA,KCR,BAL,DET,BOS,DET,CHW,CIN,CLE,CLE,DET,CLE,HOU,CLE,KCR,CLE,MIN,CHW,NYY,CLE,OAK,CIN,SEA,BOS,TBR,CLE,TEX,BOS,TOR,COL,ARI,MIA,ATL,MIA,CHC,MIA,CIN,MIA,COL,COL,MIA,COL,LAD,CIN,MIL,COL,NYM,COL,PHI,CIN,PIT,CIN,SDP,COL,SFG,CIN,STL,CLE,WSN
HOU,LAA,KCR,BAL,DET,BOS,DET,CHW,DET,CLE,CLE,DET,CLE,HOU,CLE,KCR,CLE,MIN,CHW,NYY,CLE,OAK,CLE,SEA,BOS,TBR,CLE,TEX,BOS,TOR,MIA,ARI,MIA,ATL,MIA,CHC,MIA,CIN,MIA,COL,COL,MIA,COL,LAD,COL,MIL,COL,NYM,COL,PHI,CIN,PIT,COL,SDP,COL,SFG,CIN,STL,CLE,WSN
HOU,LAA,KCR,BAL,HOU,BOS,DET,CHW,DET,CLE,CLE,DET,COL,HOU,CLE,KCR,CLE,MIN,CLE,NYY,DET,OAK,CLE,SEA,CHW,TBR,CLE,TEX,BOS,TOR,MIA,ARI,MIA,ATL,MIA,CHC,HOU,CIN,MIA,COL,COL,MIA,COL,LAD,COL,MIL,DET,NYM,COL,PHI,CIN,PIT,COL,SDP,COL,SFG,CIN,STL,COL,WSN
HOU,LAA,LAD,BAL,HOU,BOS,DET,CHW,DET,CLE,CLE,DET,COL,HOU,CLE,KCR,CLE,MIN,CLE,NYY,DET,OAK,CLE,SEA,CHW,TBR,CLE,TEX,BOS,TOR,MIA,ARI,MIA,ATL,MIA,CHC,HOU,CIN,HOU,COL,KCR,MIA,COL,LAD,COL,MIL,DET,NYM,DET,PHI,COL,PIT,COL,SDP,COL,SFG,COL,STL,COL,WSN
HOU,LAA,LAD,BAL,HOU,BOS,DET,CHW,DET,CLE,CLE,DET,DET,HOU,CLE,KCR,CLE,MIN,CLE,NYY,DET,OAK,DET,SEA,CHW,TBR,DET,TEX,CHW,TOR,LAD,ARI,KCR,ATL,LAD,CHC,HOU,CIN,HOU,COL,KCR,MIA,COL,LAD,COL,MIL,DET,NYM,DET,PHI,COL,PIT,COL,SDP,COL,SFG,COL,STL,COL,WSN
KCR,LAA,LAD,BAL,KCR,BOS,DET,CHW,DET,CLE,MIA,DET,DET,HOU,CLE,KCR,CLE,MIN,CLE,NYY,HOU,OAK,DET,SEA,CLE,TBR,DET,TEX,CHW,TOR,LAD,ARI,KCR,ATL,LAD,CHC,LAD,CIN,LAD,COL,KCR,MIA,COL,LAD,MIA,MIL,MIA,NYM,MIA,PHI,COL,PIT,COL,SDP,MIA,SFG,COL,STL,COL,WSN
KCR,LAA,MIN,BAL,KCR,BOS,MIA,CHW,DET,CLE,MIA,DET,DET,HOU,CLE,KCR,CLE,MIN,COL,NYY,HOU,OAK,DET,SEA,CLE,TBR,DET,TEX,CHW,TOR,LAD,ARI,LAD,ATL,LAD,CHC,LAD,CIN,LAD,COL,LAD,MIA,MIA,LAD,MIA,MIL,MIA,NYM,MIA,PHI,DET,PIT,COL,SDP,MIA,SFG,COL,STL,MIA,WSN
KCR,LAA,MIN,BAL,KCR,BOS,MIA,CHW,DET,CLE,MIA,DET,DET,HOU,DET,KCR,DET,MIN,COL,NYY,HOU,OAK,DET,SEA,CLE,TBR,HOU,TEX,CLE,TOR,LAD,ARI,LAD,ATL,MIL,CHC,LAD,CIN,LAD,COL,LAD,MIA,MIA,LAD,MIA,MIL,MIA,NYM,MIA,PHI,DET,PIT,COL,SDP,MIA,SFG,MIA,STL,MIA,WSN
LAD,LAA,MIN,BAL,LAD,BOS,MIA,CHW,DET,CLE,HOU,DET,KCR,HOU,DET,KCR,DET,MIN,COL,NYY,HOU,OAK,HOU,SEA,COL,TBR,HOU,TEX,CLE,TOR,LAD,ARI,LAD,ATL,MIL,CHC,MIL,CIN,LAD,COL,LAD,MIA,MIA,LAD,HOU,MIL,MIA,NYM,MIA,PHI,MIA,PIT,COL,SDP,LAD,SFG,MIA,STL,MIA,WSN
LAD,LAA,NYY,BAL,LAD,BOS,HOU,CHW,DET,CLE,HOU,DET,KCR,HOU,DET,KCR,DET,MIN,DET,NYY,HOU,OAK,HOU,SEA,COL,TBR,HOU,TEX,CLE,TOR,LAD,ARI,MIL,ATL,MIL,CHC,MIL,CIN,LAD,COL,MIL,MIA,MIL,LAD,HOU,MIL,MIA,NYM,MIA,PHI,MIA,PIT,COL,SDP,LAD,SFG,MIA,STL,MIA,WSN
MIL,LAA,NYY,BAL,LAD,BOS,HOU,CHW,DET,CLE,HOU,DET,KCR,HOU,DET,KCR,DET,MIN,DET,NYY,HOU,OAK,HOU,SEA,COL,TBR,HOU,TEX,DET,TOR,LAD,ARI,MIL,ATL,MIL,CHC,MIL,CIN,LAD,COL,MIL,MIA,MIL,LAD,LAD,MIL,MIA,NYM,MIA,PHI,MIA,PIT,MIA,SDP,LAD,SFG,MIA,STL,MIA,WSN
MIL,LAA,NYY,BAL,MIN,BOS,HOU,CHW,MIA,CLE,KCR,DET,MIL,HOU,DET,KCR,DET,MIN,DET,NYY,HOU,OAK,HOU,SEA,DET,TBR,HOU,TEX,DET,TOR,LAD,ARI,MIL,ATL,MIL,CHC,MIL,CIN,LAD,COL,MIL,MIA,MIL,LAD,LAD,MIL,MIA,NYM,MIA,PHI,LAD,PIT,MIA,SDP,LAD,SFG,HOU,STL,MIA,WSN
MIL,LAA,NYY,BAL,MIN,BOS,KCR,CHW,MIA,CLE,KCR,DET,MIL,HOU,DET,KCR,DET,MIN,HOU,NYY,HOU,OAK,HOU,SEA,DET,TBR,HOU,TEX,DET,TOR,LAD,ARI,NYM,ATL,MIL,CHC,MIL,CIN,LAD,COL,MIL,MIA,NYM,LAD,LAD,MIL,MIA,NYM,MIA,PHI,LAD,PIT,MIA,SDP,LAD,SFG,HOU,STL,MIA,WSN
MIN,LAA,NYY,BAL,MIN,BOS,KCR,CHW,HOU,CLE,KCR,DET,MIN,HOU,DET,KCR,DET,MIN,HOU,NYY,HOU,OAK,HOU,SEA,DET,TBR,HOU,TEX,DET,TOR,LAD,ARI,NYM,ATL,MIL,CHC,MIL,CIN,LAD,COL,MIN,MIA,NYM,LAD,LAD,MIL,MIA,NYM,MIA,PHI,LAD,PIT,LAD,SDP,LAD,SFG,HOU,STL,MIA,WSN
MIN,LAA,NYY,BAL,NYY,BOS,KCR,CHW,HOU,CLE,KCR,DET,MIN,HOU,DET,KCR,DET,MIN,HOU,NYY,KCR,OAK,HOU,SEA,MIA,TBR,HOU,TEX,HOU,TOR,MIL,ARI,NYM,ATL,MIL,CHC,MIL,CIN,LAD,COL,MIN,MIA,NYM,LAD,MIN,MIL,MIA,NYM,MIA,PHI,MIL,PIT,LAD,SDP,LAD,SFG,KCR,STL,MIA,WSN
MIN,LAA,NYY,BAL,NYY,BOS,KCR,CHW,HOU,CLE,KCR,DET,MIN,HOU,DET,KCR,DET,MIN,HOU,NYY,KCR,OAK,HOU,SEA,MIA,TBR,HOU,TEX,HOU,TOR,MIL,ARI,NYM,ATL,MIL,CHC,MIL,CIN,MIL,COL,MIN,MIA,NYM,LAD,MIN,MIL,LAD,NYM,LAD,PHI,MIL,PIT,LAD,SDP,LAD,SFG,KCR,STL,MIA,WSN
